mh;MH;MA;MC;la2;laL;la1;la3;la4;la5
0.12510000E+03;0.80250093E+03;0.88201383E+03;0.82040707E+03;0.35292020E+01;0.17070480E+01;0.25860946E+00;0.26674560E+01;0.12529018E+01;-0.22133099E+01
0.12510000E+03;0.36337667E+03;0.60268093E+03;0.62638058E+03;0.39072920E+01;-0.21791500E+00;0.25860946E+00;0.83850998E+01;-0.47828400E+01;-0.38201748E+01
0.12510000E+03;0.41637799E+03;0.51626558E+03;0.42771454E+03;0.14738000E-01;0.13397600E+01;0.25860946E+00;0.16560103E+01;0.12231694E+01;-0.15394197E+01
0.12510000E+03;0.53819724E+03;0.62800867E+03;0.67425554E+03;0.20582880E+01;0.13366470E+01;0.25860946E+00;0.67885694E+01;-0.37211631E+01;-0.17307592E+01
0.12510000E+03;0.16951851E+03;0.60350808E+03;0.59879525E+03;0.33854860E+01;-0.33920200E+00;0.25860946E+00;0.10561030E+02;-0.53564839E+01;-0.55437484E+01
0.12510000E+03;0.59118440E+03;0.62178213E+03;0.68835947E+03;0.11702820E+01;-0.23439500E+00;0.25860946E+00;0.38749237E+01;-0.34960260E+01;-0.61329264E+00
0.12510000E+03;0.42894789E+03;0.70139004E+03;0.72302972E+03;0.36370500E+00;-0.10430700E+00;0.25860946E+00;0.11091928E+02;-0.61074703E+01;-0.50887649E+01
0.12510000E+03;0.63053629E+03;0.80377173E+03;0.83509194E+03;0.22506190E+01;0.94232600E+00;0.25860946E+00;0.10850533E+02;-0.58023018E+01;-0.41059054E+01
0.12510000E+03;0.58760068E+03;0.75147571E+03;0.74268256E+03;0.12656110E+01;-0.27122400E+00;0.25860946E+00;0.65469009E+01;-0.31919569E+01;-0.36261680E+01
0.12510000E+03;0.10373399E+03;0.29486828E+03;0.32257294E+03;0.30498410E+01;0.55248400E+00;0.25860946E+00;0.36357202E+01;-0.18242871E+01;-0.12589491E+01
0.12510000E+03;0.63652765E+03;0.83567320E+03;0.64126716E+03;0.23226400E+01;0.25286600E+00;0.25860946E+00;0.45301547E+00;0.46445569E+01;-0.48447064E+01
0.12510000E+03;0.14603428E+03;0.25826592E+03;0.24253290E+03;0.41219630E+01;0.19202400E+00;0.25860946E+00;0.14312399E+01;-0.48940961E+00;-0.74980628E+00
0.12510000E+03;0.34522354E+03;0.39548053E+03;0.45332897E+03;0.13410570E+01;0.68303000E+00;0.25860946E+00;0.35360893E+01;-0.22379234E+01;-0.61513585E+00
0.12510000E+03;0.85701484E+03;0.87760299E+03;0.94892314E+03;0.17995310E+01;0.22408000E+00;0.25860946E+00;0.57095942E+01;-0.48953800E+01;-0.59013421E+00
0.12510000E+03;0.68618645E+03;0.71982032E+03;0.78546778E+03;0.47967300E+00;-0.56165000E-01;0.25860946E+00;0.47725673E+01;-0.40472952E+01;-0.78143717E+00
0.12510000E+03;0.41877828E+03;0.56057726E+03;0.59570774E+03;0.25406600E+00;0.18016730E+01;0.25860946E+00;0.77337393E+01;-0.36372745E+01;-0.22947918E+01
0.12510000E+03;0.39293131E+03;0.46161577E+03;0.42536529E+03;0.98756200E+00;0.15337410E+01;0.25860946E+00;0.24108847E+01;0.92750285E-01;-0.96989400E+00
0.12510000E+03;0.27201764E+03;0.49371264E+03;0.51910015E+03;0.19097180E+01;0.15014100E+01;0.25860946E+00;0.79615648E+01;-0.36549699E+01;-0.28051849E+01
0.12510000E+03;0.44169650E+03;0.50965900E+03;0.47383419E+03;0.10668700E+00;-0.92731000E-01;0.25860946E+00;0.87967421E+00;0.96014752E-01;-0.10684200E+01
0.12510000E+03;0.67922699E+03;0.83395207E+03;0.68586580E+03;0.34993630E+01;0.94167000E-01;0.25860946E+00;0.39367791E+00;0.35693298E+01;-0.38688407E+01
0.12510000E+03;0.12478316E+03;0.24991861E+03;0.23505750E+03;0.22609220E+01;-0.53759600E+00;0.25860946E+00;0.77383209E+00;-0.53661686E+00;-0.77481123E+00
0.12510000E+03;0.92046610E+03;0.99984470E+03;0.93932190E+03;0.26841920E+01;-0.57971800E+00;0.25860946E+00;0.57924142E+00;0.13599047E+01;-0.25188641E+01
0.12510000E+03;0.13383647E+03;0.36196517E+03;0.38639846E+03;0.40799010E+01;-0.54597400E+00;0.25860946E+00;0.37964005E+01;-0.24733386E+01;-0.18690360E+01
0.12510000E+03;0.65363642E+03;0.73784946E+03;0.78692948E+03;0.22761610E+01;-0.30396400E+00;0.25860946E+00;0.60420415E+01;-0.44096375E+01;-0.19363680E+01
0.12510000E+03;0.46497439E+03;0.70523587E+03;0.72875537E+03;0.26402740E+01;-0.77076000E+00;0.25860946E+00;0.96358499E+01;-0.57606246E+01;-0.46459853E+01
0.12510000E+03;0.30704798E+03;0.52472425E+03;0.30983989E+03;0.26673680E+01;-0.79800000E+00;0.25860946E+00;-0.74107967E+00;0.29349673E+01;-0.29918877E+01
0.12510000E+03;0.67833932E+03;0.82832734E+03;0.86340226E+03;0.40673300E+01;-0.12703800E+00;0.25860946E+00;0.93025087E+01;-0.56952955E+01;-0.37342512E+01
0.12510000E+03;0.10317909E+03;0.19122684E+03;0.11159317E+03;0.21597760E+01;0.53960100E+00;0.25860946E+00;0.59932440E+00;0.36862248E+00;-0.42834588E+00
0.12510000E+03;0.84327967E+03;0.91788629E+03;0.89471450E+03;0.11490010E+01;-0.53155000E-01;0.25860946E+00;0.29012188E+01;-0.78313561E+00;-0.21712382E+01
0.12510000E+03;0.54168762E+03;0.63543938E+03;0.68136352E+03;0.20803480E+01;0.94551500E+00;0.25860946E+00;0.65913201E+01;-0.38221926E+01;-0.18236125E+01
0.12510000E+03;0.63442576E+03;0.79212424E+03;0.64074205E+03;0.37682030E+01;0.11370670E+01;0.25860946E+00;0.14032557E+01;0.34512542E+01;-0.37174429E+01
0.12510000E+03;0.31152497E+03;0.42113269E+03;0.32091169E+03;0.22340740E+01;-0.13109300E+00;0.25860946E+00;0.65103280E-01;0.11308072E+01;-0.13270035E+01
0.12510000E+03;0.59365445E+03;0.75334651E+03;0.78631056E+03;0.36256080E+01;-0.31239400E+00;0.25860946E+00;0.84739997E+01;-0.52318732E+01;-0.35545205E+01
0.12510000E+03;0.27619346E+03;0.58671898E+03;0.60597532E+03;0.34870570E+01;0.14864600E+00;0.25860946E+00;0.97634010E+01;-0.51868957E+01;-0.44278593E+01
0.12510000E+03;0.61966517E+03;0.69591035E+03;0.67275795E+03;0.23259140E+01;-0.35360700E+00;0.25860946E+00;0.19141678E+01;-0.61025800E+00;-0.16575168E+01
0.12510000E+03;0.57216188E+03;0.76290748E+03;0.79155690E+03;0.19937570E+01;0.12581640E+01;0.25860946E+00;0.11146230E+02;-0.56799459E+01;-0.42081201E+01
0.12510000E+03;0.62184224E+03;0.73265646E+03;0.77454625E+03;0.17081980E+01;0.62155600E+00;0.25860946E+00;0.76687541E+01;-0.45669001E+01;-0.24802980E+01
