MA		MC		MH		la2		la3		la4		la5		laL		m22Squared		
267.953		625.827		612.648		478.321		145.732		-5.55526		5.01584		145.193		8.03581e+06		
500.476		507.923		567.265		-29.4578		-30.1797		0.930248		1.17841		-28.071		-2.34233e+06		
547.861		136.999		151.406		-196.826		143.865		4.71839		-4.58107		144.002		8.66861e+06		
99.0393		205.583		203.329		219.872		465.778		-0.551547		0.521087		465.747		2.81025e+07		
910.193		580.396		593.769		142.412		-468.353		8.38281		-7.86385		-467.834		-2.90166e+07		
994.336		861.553		869.058		-287.469		240.976		4.28677		-3.85753		241.405		1.30984e+07		
92.773		85.2259		119.12		16.8888		-138.481		0.136651		0.0922541		-138.252		-8.39483e+06		
334.154		272.087		291.833		-187.908		160.295		0.805775		-0.437775		160.663		9.55232e+06		
498.871		426.482		423.09		453.883		433.43		1.0593		-1.15452		433.335		2.58657e+07		
107.639		149.328		86.8168		10.9836		287.966		-0.420957		-0.0669073		287.478		1.7382e+07		
746.152		696.325		788.689		131.896		-142.497		3.45425		1.07884		-137.964		-9.5931e+06		
604.198		604.192		50.1573		110.17		143.636		-5.99056		-5.99079		131.655		7.9622e+06		
256.952		294.132		259.268		110.737		-31.6009		-0.657398		0.0197574		-32.2386		-2.08539e+06		
785.83		844.521		864.613		-338.118		138.092		-1.01373		2.14863		139.227		6.93036e+06		
476.44		587.79		558.494		-481.199		-252.82		-2.51309		1.40328		-253.93		-1.59906e+07		
140.836		397.452		381.828		-33.7211		-167.22		-2.48379		2.08139		-167.623		-1.04354e+07		
268.915		333.836		279.496		-457.849		323.551		-1.19737		0.0958916		322.45		1.93571e+07		
392.001		365.229		507.457		-171.827		199.414		2.38605		1.71605		203.517		1.1801e+07		
951.016		953.929		776.247		-424.263		-432.939		-5.17171		-4.98831		-443.099		-2.80197e+07		
563.495		569.541		173.719		107.419		248.346		-4.9747		-4.74829		238.623		1.43801e+07		
423.932		477.126		410.319		377.74		254.398		-1.77175		-0.187673		252.439		1.49399e+07		
40.6626		488.786		493.962		419.47		244.824		-3.83653		4.00464		244.992		1.43379e+07		
64.1947		123.703		91.3618		92.8377		58.1855		-0.299703		0.069833		57.9556		3.49055e+06		
997.227		85.2407		94.4015		-421.942		293.081		16.3402		-16.2858		293.136		1.77216e+07		
877.929		645.539		652.395		-353.422		-226.419		5.99737		-5.70329		-226.125		-1.45354e+07		
286.212		359.622		332.442		458.849		333.21		-1.09427		0.472608		332.588		1.99059e+07		
867.19		848.241		943.475		155.24		-356.371		3.35675		2.28247		-350.732		-2.30052e+07		
457.845		494.015		343.499		436.32		-354.436		-2.652		-1.51416		-358.602		-2.19372e+07		
740.007		803.42		757.639		-119.13		343.753		-2.79827		0.43636		341.391		1.95116e+07		
439.489		437.616		962.851		-178.742		-346.938		12.1822		12.1279		-322.628		-2.13783e+07		
668.641		636.967		864.697		-235.613		255.29		6.33432		4.9676		266.592		1.46377e+07		
453.932		458.374		518.532		264.14		-271.262		0.904159		1.03809		-269.32		-1.68359e+07		
178.854		203.475		123.516		349.61		-276.926		-0.587595		-0.276497		-277.791		-1.68413e+07		
656.337		659.195		417.349		-318.003		-47.2855		-4.36441		-4.24016		-55.8901		-3.73061e+06		
584.223		608.497		480.331		-207.807		300.221		-2.78444		-1.82759		295.608		1.74276e+07		
988.814		932.642		969.279		451.91		468.83		2.93496		-0.632091		471.133		2.66321e+07		
473.571		462.755		491.012		490.357		216.114		0.61268		0.277997		217.005		1.26501e+07		
993.36		926.745		955.284		120.728		243.938		3.00117		-1.22606		245.713		1.30445e+07		
181.997		177.566		289.328		104.382		-476.57		0.888595		0.835938		-474.845		-2.89032e+07		
749.556		288.086		301.721		214.648		171.712		8.0455		-7.77973		171.978		1.02254e+07		
216.531		191.318		544.251		-419.528		272.203		4.4598		4.11996		280.782		1.63994e+07		
659.297		658.76		270.651		2.5423		52.9016		-5.94891		-5.97232		40.9803		2.33346e+06		
594.108		332.1		359.85		-105.035		-484.73		4.32738		-3.69278		-484.095		-2.95545e+07		
846.63		476.1		483.81		338.598		47.1271		8.22115		-7.97658		47.3716		2.3986e+06		
681.268		680.05		687.457		-8.65106		-65.1099		0.194803		0.139977		-64.7751		-4.86513e+06		
990.869		995.09		43.6599		316.055		92.3844		-16.4697		-16.1927		59.722		3.61032e+06		
970.079		984.794		787.96		-368.188		146.557		-6.24143		-5.2907		135.025		6.92943e+06		
422.836		353.513		453.25		270.4		-282.624		2.21894		0.440304		-279.965		-1.73532e+07		
501.341		615.531		574.442		-340.647		34.8892		-2.91542		1.2995		33.2733		1.3536e+06		
157.795		344.172		314.059		186.08		-354.591		-1.87349		1.21842		-355.246		-2.16953e+07		
210.854		176.314		412.89		-26.3276		50.3194		2.52436		2.0824		54.9261		2.98295e+06		
113.654		892.659		894.717		33.4505		-226.585		-12.8932		13.0148		-226.464		-1.53057e+07		
939.826		886.004		967.088		-203.321		89.0322		4.10678		0.859025		93.998		3.81786e+06		
804.974		396.314		411.715		-137.322		-315.55		8.31785		-7.90658		-315.139		-1.941e+07		
802.856		879.169		797.347		-1.47692		-76.0021		-4.38789		-0.145662		-80.5357		-6.14522e+06		
310.985		246.759		361.919		-287.419		360.095		1.75023		0.566361		362.411		2.16697e+07		
249.198		281.936		313.582		32.1307		200.436		0.024084		0.598745		201.059		1.19706e+07		
547.48		655.784		601.653		-487.019		33.4306		-3.2782		1.02869		31.1811		1.16298e+06		
216.91		171.522		325.305		-363.691		-413.503		1.55386		0.971206		-410.978		-2.50824e+07		
559.193		621.3		581.86		356.036		-358.18		-1.99566		0.427403		-359.748		-2.24477e+07		
782.567		814.339		634.615		242.016		-395.487		-5.14161		-3.46477		-404.093		-2.52596e+07		
843.432		801.323		872.819		493.669		15.1014		3.12235		0.833419		19.0572		-370360		
258.231		361.394		357.772		-67.3576		-449.059		-1.09933		1.01324		-449.145		-2.74365e+07		
380.212		578.611		555.465		-418.382		404.704		-3.57721		2.7097		403.836		2.38215e+07		
909.257		990.222		949.337		-482.447		-398.441		-3.85174		1.23095		-401.061		-2.60731e+07		
455.563		147.989		162.982		-488.262		-146.948		3.14461		-2.99052		-146.794		-8.93649e+06		
440.786		445.293		495.13		-249.008		-96.1549		0.708476		0.84046		-94.606		-6.21548e+06		
450.354		451.261		96.6911		-275.89		-277.278		-3.22402		-3.197		-283.699		-1.7187e+07		
328.379		337.431		380.438		-138.326		57.9366		0.410571		0.609767		58.9569		3.27837e+06		
599.456		597.905		775.368		-396.543		145.505		4.05783		3.99645		153.559		8.09038e+06		
468.182		457.482		649.764		406.449		-451.346		3.68181		3.35447		-444.31		-2.77323e+07		
552.517		637.542		604.865		-78.1001		163.796		-2.34292		1.00117		162.454		9.09934e+06		
578.446		556.91		648.449		-244.667		201.369		2.22733		1.41923		205.016		1.15658e+07		
867.188		868.884		875.954		333.672		143.828		0.155165		0.252499		144.236		7.19398e+06		
371.195		410.541		391.903		221.295		42.0238		-0.755406		0.261125		41.5295		2.20602e+06		
973.69		917.818		955.949		232.828		-403.196		2.92702		-0.56568		-400.835		-2.60846e+07		
506.761		508.069		541.437		15.2037		-48.2804		0.556759		0.600617		-47.123		-3.438e+06		
343.152		370.817		164.082		40.9949		292.565		-2.15373		-1.50093		288.911		1.74299e+07		
902.869		841.446		865.115		-468.307		59.8359		2.43792		-1.10299		61.1708		2.20496e+06		
449.972		431.757		692.893		-469.311		-68.4153		5.11845		4.58765		-58.7092		-4.51305e+06		
205.96		257.01		225.984		-324.905		114.368		-0.638186		0.142927		113.873		6.789e+06		
729.779		806.019		723.098		183.317		333.582		-4.0301		-0.160412		329.391		1.88877e+07		
261.465		91.4338		97.3816		-493.109		24.6609		1.01009		-0.972978		24.6981		1.47566e+06		
130.208		738.085		734.025		286.25		293.496		-8.82069		8.62316		293.299		1.66717e+07		
496.745		507.418		218.853		-11.8198		450.062		-3.64023		-3.28606		443.136		2.6721e+07		
864.96		875.238		531.028		-159.754		-19.8537		-8.29427		-7.70316		-35.8511		-2.73355e+06		
668.07		627.433		619.618		446.119		417.482		0.708881		-1.03098		417.16		2.4477e+07		
598.66		581.944		619.385		245.826		-42.9394		1.06938		0.417161		-41.4529		-3.27584e+06		
496.31		489.316		815.091		7.53614		-474.42		7.13588		6.90809		-460.376		-2.91889e+07		
209.872		198.44		962.781		-286.446		-87.9277		14.7438		14.5895		-58.5943		-5.39979e+06		
181.303		118.008		107.719		290.038		379.95		0.274678		-0.351438		379.873		2.29652e+07		
228.697		748.471		741.427		495.586		-452.39		-8.56635		8.21952		-452.737		-2.84972e+07		
692.203		254.62		258.109		-451.775		278.668		6.8759		-6.81678		278.727		1.67342e+07		
22.9823		953.59		951.067		-134.684		-83.0531		-15.097		14.9382		-83.2119		-6.84471e+06		
952.278		874.289		964.65		166.275		219.7		5.09984		0.391919		225.192		1.17666e+07		
312.075		301.205		347.504		-366.979		218.969		0.606458		0.386149		219.961		1.30697e+07		
784.091		749.431		765.881		245.985		-111.243		1.29019		-0.466399		-110.419		-7.85528e+06		
624.981		604.745		826.639		226.067		22.6022		5.65966		4.83724		33.0991		636363		
886.685		788.902		819.66		139.478		-60.1293		3.52501		-1.88987		-58.4941		-4.88352e+06		
112.347		98.2568		727.707		353.495		363.879		8.64021		8.54214		381.061		2.20012e+07		
360.236		442.21		418.698		382.108		-228.595		-1.42147		0.752487		-229.264		-1.42247e+07		
734.821		722.523		751.413		58.2901		138.28		0.999827		0.407501		139.688		7.3241e+06		
273.768		328.356		344.864		235.643		72.0131		-0.35949		0.726789		72.3804		4.14231e+06		
224.23		217.392		394.344		190.771		-159.546		1.83864		1.73884		-155.968		-9.7496e+06		
827.549		770.592		866.792		112.753		38.7288		4.10705		1.09873		43.9346		1.15609e+06		
354.485		339.356		334.339		241.857		60.1503		0.117595		-0.229312		60.0386		3.40973e+06		
417.822		585.801		587.147		-482.902		-309.694		-2.75977		2.81192		-309.642		-1.94278e+07		
235.076		272.493		263.526		322.726		-35.7029		-0.393259		0.234404		-35.8618		-2.3091e+06		
939.003		761.51		791.711		-185.219		-446.943		5.76275		-4.21244		-445.393		-2.8207e+07		
925.396		873.232		971.751		-95.0443		310.529		4.55402		1.45318		316.536		1.72669e+07		
305.635		337.418		188.149		-402.667		303.429		-1.6341		-0.958633		300.836		1.81346e+07		
797.85		853.207		797.679		-499.146		38.7044		-3.02511		-0.00452578		35.6748		886313		
835.208		377.292		387.417		296.648		-205.164		9.30275		-9.04687		-204.908		-1.27004e+07		
620.725		619.517		960.043		-207.977		-230.063		8.913		8.86348		-212.287		-1.46901e+07		
473.072		553.402		555.163		47.775		-90.1916		-1.3303		1.39482		-90.1271		-6.07054e+06		
715.322		712.394		838.706		-31.5123		468.639		3.30661		3.16847		475.115		2.73452e+07		
605.282		537.46		524.3		-127.333		293.622		1.04981		-1.51159		293.161		1.71911e+07		
107.159		296.958		269.837		146.013		-121.734		-1.52146		1.01344		-122.242		-7.54321e+06		
384.64		403.094		246.415		238.85		282.886		-1.92182		-1.44139		279.522		1.67941e+07		
160.638		191.306		132.053		485.868		-405.598		-0.494973		-0.138252		-406.231		-2.46183e+07		
861.035		854.236		693.436		81.3523		-217.353		-3.91969		-4.3051		-225.578		-1.46128e+07		
667.449		467.83		468.371		-326.445		363.653		3.75322		-3.73648		363.669		2.15691e+07		
654.898		277.706		286.641		-182.959		463.853		5.89618		-5.72953		464.02		2.79163e+07		
218.893		405.617		380.765		-240.389		190.432		-2.24988		1.604		189.786		1.11951e+07		
443.4		272.693		296.743		48.1826		-188.618		2.2463		-1.7937		-188.166		-1.15631e+07		
999.926		163.269		170.287		376.036		375.9		16.1203		-16.0429		375.978		2.26947e+07		
199.878		182.317		767.022		-401.072		127.212		9.28342		9.0616		145.557		7.63189e+06		
2.82703		213.368		223.08		464.265		37.1613		-0.682122		0.822208		37.3014		2.1578e+06		
106.638		82.4327		627.903		276.151		-153.877		6.47834		6.32709		-141.071		-9.3256e+06		
636.562		732.999		716.063		56.3326		298.803		-2.58805		1.77697		297.992		1.70078e+07		
421.549		715.526		701.475		208.163		-76.0378		-5.85275		5.19471		-76.6958		-5.62546e+06		
893.965		962.214		925.922		-130.661		298.397		-3.2257		0.961025		296.132		1.62061e+07		
774.248		356.908		369.602		257.031		468.117		7.95326		-7.64847		468.422		2.80738e+07		
555.494		699.395		667.03		423.211		402.105		-3.71479		2.2532		400.643		2.33555e+07		
907.602		765.561		761.674		-199.998		429.248		3.82907		-4.02529		429.052		2.48042e+07		
623.354		407.655		429.356		78.9565		-466.957		3.97501		-3.37471		-466.356		-2.85907e+07		
701.006		416.345		432.831		237.04		-199.757		5.48724		-5.02456		-199.294		-1.24352e+07		
112.166		620.77		623.736		-271.634		394.97		-6.09895		6.22092		395.092		2.31313e+07		
571.643		602.02		461.748		137.026		219.073		-3.05488		-1.8766		214.142		1.25326e+07		
663.359		665.144		75.3903		122.007		402.899		-7.256		-7.17764		388.466		2.3497e+07		
329.99		509.933		479.786		278.822		10.5061		-2.99053		2.00446		9.52007		115727		
597.896		606.382		721.439		-53.2053		460.714		2.35566		2.69342		465.763		2.71452e+07		
614.277		602.298		960.264		-10.1934		-517.516		9.48373		9.00209		-499.03		-3.20435e+07		
278.075		79.0785		105.326		-351.629		-427.447		1.25442		-1.09446		-427.287		-2.58799e+07		
205.478		28.5817		97.9865		388.02		316.013		0.829347		-0.53903		316.304		1.91222e+07		
455.157		495.252		493.009		-181.498		488.99		-0.666338		0.593067		488.917		2.91012e+07		
884.005		884.76		241.594		427.735		438.092		-11.993		-11.9489		414.15		2.4946e+07		
599.468		200.266		211.194		-368.077		91.4951		5.34986		-5.20125		91.6437		5.4567e+06		
450.854		336.261		363.663		301.848		264.013		1.80741		-1.17355		264.647		1.57509e+07		
114.613		95.478		479.638		-380.852		-292.499		3.71731		3.58445		-285.197		-1.77191e+07		
889.004		970.617		924.213		-148.693		-294.113		-3.96088		1.05497		-297.019		-1.96828e+07		
928.004		496.88		512.841		-192.186		465.151		10.4174		-9.88473		465.684		2.76553e+07		
891.187		397.608		413.384		-462.807		-14.5448		10.7231		-10.3002		-14.1219		-1.19637e+06		
415.96		437.029		243.189		400.306		85.481		-2.4758		-1.88184		81.1234		4.79098e+06		
488.96		471.98		612.952		142.268		129.579		2.79697		2.25771		134.633		7.39605e+06		
190.935		189.033		604.512		175.484		-27.3709		5.46011		5.43623		-16.4746		-1.72785e+06		
209.003		198.504		809.38		-499.597		19.2495		10.2447		10.1033		39.5976		1.0861e+06		
818.138		792.288		936.969		-470.701		71.3217		4.8222		3.4464		79.5904		3.06067e+06		
252.788		251.665		561.924		-351.225		-356.102		4.18054		4.16182		-347.76		-2.16766e+07		
318.962		281.848		372.668		-47.844		-237.867		1.35076		0.613803		-235.903		-1.45537e+07		
139.5		105.097		389.75		226.693		-471.859		2.4667		2.18859		-467.204		-2.85771e+07		
835.167		840.041		927.093		-398.381		269.85		2.40708		2.67693		274.934		1.49189e+07		
655.307		657.114		682.811		86.0089		-23.1836		0.529778		0.608153		-22.0456		-2.26657e+06		
29.8449		23.6709		5.00742		111.163		-199.655		-0.00338473		-0.0143043		-199.672		-1.20834e+07		
940.268		940.974		29.0212		-33.965		316.536		-14.6394		-14.5955		287.301		1.73846e+07		
831.742		423.235		428.894		-133.547		-223.736		8.55127		-8.39193		-223.577		-1.38979e+07		
702.774		772.213		705.253		-114.689		140.664		-3.32729		0.0576691		137.395		7.3198e+06		
965.329		967.691		40.6811		399.773		51.1855		-15.5221		-15.3712		20.2922		1.22469e+06		
780.916		376.16		380.8		395.767		-409.633		7.79704		-7.68096		-409.517		-2.50723e+07		
64.5024		38.2089		268.98		-376.214		286.474		1.21605		1.1268		288.817		1.73334e+07		
989.372		879.801		907.345		424.28		-463.74		4.19774		-2.57092		-462.113		-2.96118e+07		
608.279		600.851		428.247		246.822		-177.655		-2.78679		-3.08361		-183.526		-1.1473e+07		
663.44		687.995		724.637		219.199		298.299		0.306966		1.40369		300.009		1.71052e+07		
236.304		212.921		584.232		-357.91		-38.9068		5.06471		4.71755		-29.1246		-2.44516e+06		
391.317		253.118		294.805		-476.566		35.5402		1.84913		-1.09424		36.2951		2.02261e+06		
663.536		479.997		509.878		-126.667		118.801		3.957		-2.97944		119.779		6.7286e+06		
693.987		671.29		843.689		-448.507		-292.951		4.82794		3.80385		-284.319		-1.86295e+07		
198.635		234.573		261.2		380.636		-94.0407		-0.0391146		0.475402		-93.6044		-5.80101e+06		
963.782		724.788		740.368		-174.533		-288.119		7.04582		-6.29139		-287.364		-1.84864e+07		
268.643		229.211		354.641		151.29		-405.335		1.53455		0.885739		-402.915		-2.46343e+07		
115.234		26.1466		70.7623		364.737		240.346		0.279575		-0.136682		240.489		1.45434e+07		
386.553		779.162		765.194		-467.868		-22.9605		-7.91927		7.20632		-23.6735		-2.60367e+06		
397.911		397.582		542.508		-494.836		103.879		2.2557		2.24704		108.381		5.97018e+06		
989.848		66.2484		78.2922		-165.118		-493.747		16.147		-16.0894		-493.689		-2.98883e+07		
467.246		474.66		553.882		195.199		494.529		1.23109		1.46187		497.222		2.94763e+07		
854.355		865.467		507.71		229.9		-126.187		-8.43374		-7.80212		-142.423		-9.13439e+06		
760.838		180.975		195.59		202.307		-462.711		9.11538		-8.93349		-462.529		-2.80669e+07		
11.3618		75.1851		26.6039		142.263		441.319		-0.172991		0.00956236		441.155		2.66955e+07		
116.595		98.7738		409.279		113.488		110.996		2.67023		2.54338		116.209		6.6975e+06		
790.068		66.5994		85.2667		-76.9035		-108.741		10.2883		-10.1946		-108.648		-6.58947e+06		
7.69522		849.847		849.069		460.186		-143.31		-11.9556		11.9119		-143.353		-1.0117e+07		
405.785		422.78		350.452		176.1		239.902		-1.15684		-0.69147		238.053		1.41604e+07		
98.9712		83.4021		480.393		369.022		-224.673		3.74547		3.65163		-217.276		-1.36102e+07		
454.658		482.265		520.229		487.477		381.749		0.201477		1.05633		383.007		2.26368e+07		
544.869		673.532		665.147		321.782		59.817		-2.77593		2.40495		59.4461		2.7126e+06		
810.101		806.884		142.128		-156.67		117.181		-10.3387		-10.5107		96.3314		5.78919e+06		
918.548		896.37		973.034		74.7805		-111.866		3.03334		1.70311		-107.13		-8.37666e+06		
375.867		401.334		227.461		77.8937		212.541		-2.1337		-1.47957		208.928		1.254e+07		
873.005		870.51		476.196		412.564		-107.019		-8.70306		-8.84683		-124.569		-7.99194e+06		
515.279		714.635		695.11		-488.275		421.368		-4.50653		3.59681		420.458		2.44781e+07		
193.264		299.494		260.034		383.637		-209.468		-1.22984		0.50014		-210.198		-1.28556e+07		
89.0052		66.0599		948.306		128.294		-255.856		14.847		14.7294		-226.279		-1.54921e+07		
286.269		556.666		535.295		-425.616		-159.639		-4.15203		3.38078		-160.41		-1.02805e+07		
507.641		528.688		488.098		-181.924		-11.8558		-1.04243		-0.32155		-13.2198		-1.27649e+06		
914.083		925.136		913.044		-377.814		-427.711		-0.703179		-0.0313564		-428.446		-2.75951e+07		
641.544		684.115		608.062		-164.471		193.479		-2.55648		-0.691378		190.231		1.07726e+07		
982.949		978.683		855.441		454.476		-183.651		-3.59696		-3.8735		-191.122		-1.30295e+07		
716.584		244.974		265.645		362.278		-419.451		7.66798		-7.31913		-419.102		-2.55035e+07		
334.232		347.239		340.389		-160.8		357.367		-0.224301		0.0686359		357.211		2.13853e+07		
407.881		444.651		466.378		460.207		405.77		-0.190911		0.84509		406.424		2.41601e+07		
727.626		743.413		584.541		-143.388		-440.947		-3.87004		-3.10251		-447.92		-2.77897e+07		
615.873		599.091		863.359		-362.466		175.964		6.72332		6.04946		188.737		9.93084e+06		
204.365		430.806		437.52		222.463		5.79816		-2.28039		2.47304		5.99082		-20306.7		
515.686		497.107		931.467		-433.372		-153.74		10.5647		9.94282		-133.233		-9.79797e+06		
250.423		251.572		292.931		373.305		276.713		0.362602		0.381664		277.457		1.6619e+07		
345.41		305.371		448.291		110.85		441.169		2.21049		1.34934		444.729		2.65113e+07		
223.893		190.836		214.805		-116.693		-423.661		0.387211		-0.0658866		-423.34		-2.57111e+07		
705.304		278.198		291.035		-474.597		109.935		7.06203		-6.82055		110.177		6.49804e+06		
150.01		242.663		215.406		398.713		195.727		-0.807512		0.39488		195.315		1.17269e+07		
617		470.411		480.271		-188.715		478.082		2.78895		-2.47915		478.392		2.8489e+07		
833.277		882.47		779.244		267.674		-228.881		-4.2292		-1.43976		-234.55		-1.54085e+07		
401.671		197.07		221.247		-290.608		291.113		2.19144		-1.85718		291.447		1.75393e+07		
907.205		845.847		905.396		-187.531		435.265		3.50071		-0.0541788		438.711		2.49096e+07		
3.61566		194.102		184.203		-40.3183		-56.9344		-0.684236		0.560474		-57.0581		-3.52079e+06		
467.546		919.909		908.677		-79.5727		-132.401		-10.7107		10.032		-133.08		-9.70484e+06		
896.435		959.461		920.613		304.032		-459.665		-3.13979		0.725955		-462.078		-2.96582e+07		
807.09		767.812		801.745		-224.931		-386.613		1.90226		-0.142105		-384.853		-2.45754e+07		
23.1922		170.769		173.96		-465.265		-480.131		-0.454823		0.49118		-480.095		-2.91139e+07		
229.01		52.1924		68.4666		187.683		-108.024		0.854072		-0.789176		-107.959		-6.54265e+06		
797.333		799.553		87.8117		35.08		128.738		-10.4951		-10.3779		107.865		6.51212e+06		
427.478		370.311		361.372		377.388		101.884		0.645542		-0.861712		101.668		5.89137e+06		
284.458		289.782		300.655		-114.92		-496.425		0.0555709		0.156599		-496.213		-3.02096e+07		
483.573		561.958		549.308		27.4975		154.802		-1.58657		1.12196		154.338		8.73643e+06		
648.531		836.451		835.859		182.427		102.837		-4.62764		4.59495		102.804		4.82398e+06		
637.362		634.243		411.693		373.097		-260.242		-3.78092		-3.91201		-267.935		-1.65533e+07		
855.283		895.22		921.815		-367.588		146.469		-0.356702		1.95375		148.066		7.2609e+06		
71.7207		93.0997		102.208		270.942		-285.408		-0.0288329		0.0876222		-285.349		-1.72891e+07		
477.082		778.266		776.366		482.951		-74.3959		-6.29659		6.19897		-74.4935		-5.71354e+06		
506.967		495.789		441.957		-3.6144		-332.169		-0.648974		-1.01939		-333.838		-2.05932e+07		
373.452		407.242		345.26		246.158		-438.208		-1.20664		-0.33481		-439.749		-2.68503e+07		
671.785		348.711		357.72		-253.959		427.062		5.55325		-5.3429		427.272		2.56009e+07		
876.29		890.807		616.524		-169.489		379.231		-7.25576		-6.40793		365.568		2.13625e+07		
795.663		474.89		496.35		433.731		-328.321		7.07915		-6.39033		-327.632		-2.03197e+07		
193.431		551.226		545.389		-256.104		-18.4644		-4.50849		4.29694		-18.6759		-1.72509e+06		
208.841		199.858		346.365		286.304		-498.074		1.38305		1.26172		-495.429		-3.02213e+07		
972.751		976.466		26.1301		-76.0217		303.736		-15.8643		-15.625		272.247		1.64739e+07		
307.545		907.131		907.712		127.959		-108.888		-12.0174		12.0523		-108.853		-8.23521e+06		
191.392		120.187		217.3		20.1217		18.807		0.908198		0.174964		19.8901		1.10923e+06		
425.864		384.302		366.709		341.166		-499.094		0.338065		-0.774747		-499.53		-3.04985e+07		
366.044		468.184		481.789		-264.152		-248.292		-1.19446		1.62159		-247.865		-1.5464e+07		
499.112		320.951		324.115		-179.482		-400.7		2.44801		-2.38055		-400.633		-2.44548e+07		
326.19		299.275		339.561		372.859		378.279		0.70346		0.147099		379.13		2.27128e+07		
44.436		112.364		108.241		98.9512		-454.295		-0.191034		0.160973		-454.325		-2.75174e+07		
134.377		113.196		747.742		375.426		-228.247		9.11409		8.94079		-210.192		-1.38382e+07		
123.977		111.736		802.724		107.556		-359.854		10.4892		10.3939		-338.971		-2.18019e+07		
778.821		671.926		688.192		-482.587		-161.151		2.92819		-2.19699		-160.42		-1.06552e+07		
680.63		279.938		298.953		15.4512		112.76		6.54205		-6.17828		113.124		6.66705e+06		
788.112		756.736		748.688		-74.674		-1.21768		0.600757		-1.00119		-1.61811		-1.21899e+06		
858.504		863.955		28.3601		-120.003		-430.901		-12.4761		-12.1658		-455.543		-2.75693e+07		
715.422		785.458		797.023		-76.399		106.449		-1.43454		2.03939		107.054		5.20796e+06		
527.355		87.9065		118.606		166.227		81.6291		4.5726		-4.36307		81.8387		4.92441e+06		
714.361		530.821		552.801		489.838		-406.848		4.17014		-3.38294		-406.061		-2.51843e+07		
123.366		102.401		584.531		-241.147		454.253		5.551		5.39457		465.199		2.74686e+07		
583.455		624.755		540.934		-30.2294		314.279		-2.43919		-0.79004		311.05		1.82383e+07		
222.086		653.084		639.315		-401.024		-470.635		-6.52704		5.93895		-471.223		-2.9334e+07		
795.545		727.9		770.616		-436.308		479.447		2.76066		-0.645158		481.563		2.79546e+07		
350.551		351.198		431.065		-373.17		324.599		1.02489		1.0399		326.664		1.93968e+07		
716.666		751.687		583.453		-128.274		64.9405		-4.56143		-2.86193		57.5172		2.79988e+06		
194.524		193.297		272.041		10.179		267.96		0.613372		0.597638		269.171		1.61412e+07		
341.256		323.321		791.824		283.559		-488.559		8.83018		8.43628		-471.292		-2.97747e+07		
735.675		702.213		741.901		-459.897		234.193		1.74218		0.152		236.087		1.31862e+07		
24.7984		272.937		247.069		395.555		-491.63		-1.4431		0.998551		-492.074		-2.99005e+07		
340.492		339.036		747.159		-193.647		265.937		7.3417		7.309		280.587		1.58635e+07		
361.209		346.108		802.126		-65.343		-491.135		8.82901		8.47599		-473.83		-2.99611e+07		
342.438		346.614		523.384		-357.646		463.793		2.49376		2.58885		468.876		2.78266e+07		
59.2988		24.0645		380.779		-87.8607		135.305		2.43491		2.33783		140.078		8.18695e+06		
190.105		408.998		401.138		-9.07053		-40.6996		-2.27225		2.0618		-40.9101		-2.79754e+06		
438.157		544.572		500.746		12.4799		183.17		-2.48512		0.971068		181.656		1.04916e+07		
288.906		251.051		247.854		-214.484		-145.516		0.311409		-0.364119		-145.569		-8.93211e+06		
945.261		947.154		518.372		-92.7103		-112.568		-10.4431		-10.3247		-133.335		-8.60634e+06		
76.3357		6.911		296.503		-41.9174		-481.896		1.54745		1.35645		-478.992		-2.91625e+07		
338.652		304.308		381.986		116.62		-345.86		1.24582		0.516033		-344.098		-2.11153e+07		
909.808		946.585		802.853		248.335		-199.811		-5.28326		-3.0269		-208.121		-1.38838e+07		
495.52		6.62151		65.6565		50.1085		-272.531		4.12723		-3.98621		-272.39		-1.64926e+07		
322.007		314.085		785.955		-289.544		474.132		8.66076		8.49423		491.287		2.84953e+07		
792.037		490.45		499.775		-125.882		-84.92		6.54397		-6.23879		-84.6149		-5.6201e+06		
301.099		330.093		249.824		-116.198		-352.38		-1.07162		-0.466796		-353.918		-2.15425e+07		
650.616		693.83		608.921		148.267		-144.116		-2.78793		-0.86782		-147.772		-9.68415e+06		
44.6454		264.711		262.736		74.1905		-229.079		-1.14218		1.10776		-229.114		-1.40031e+07		
517.098		431.62		458.456		244.536		427.911		1.73476		-0.94535		428.701		2.55229e+07		
764.545		704.973		736.363		-265.575		-215.673		2.19425		-0.698967		-214.177		-1.40456e+07		
668.676		673.352		666.128		408.465		142.18		-0.263586		-0.0562016		141.86		7.69735e+06		
426.29		518.968		480.858		393.345		-42.0062		-2.07727		0.817993		-43.2655		-3.0807e+06		
673.126		603.85		619.63		454.934		293.38		1.78085		-1.14278		294.018		1.70249e+07		
780.765		783.872		201.393		-249.422		431.706		-9.56373		-9.40305		412.739		2.48962e+07		
547.662		574.522		349.671		-159.786		-17.0128		-3.93197		-2.93583		-23.8806		-1.6897e+06		
562.905		482.175		528.277		213.914		115.846		2.16394		-0.624388		117.385		6.54553e+06		
947.592		660.9		664.99		-55.3428		294.645		7.7098		-7.53057		294.824		1.69571e+07		
840.763		156.157		169.496		132.38		202.4		11.3497		-11.2062		202.544		1.21997e+07		
91.3737		55.5025		484.895		-80.0689		44.2191		3.92147		3.74735		51.8879		2.6698e+06		
